region,installation,RPUID,use_code,use_desc,fac_use,naf_cat,op_activity,fac_num,facility_desc,asset_name,fci,fci_dt,build_dt,q_rating,total_measure,alt_total_measure,other_total_measure,other_unit_measure,fac_area_measure,prv,sus,RM,use_pct_area,RM_corrected,recap_cycle
MCIWEST,MCB Pendleton,625272,75010,OUTDOOR PLAYING COURTS,BASKETBALL COURT,B,Semper Fit Programs,13143BC,Outdoor Playing Court,HALF-COURT BASKETBALL COURT @ADMIN 13143,65,2017-01-31,2008-06-04,Q3,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1099168,75010,OUTDOOR PLAYING COURTS,HAND/RAQUET BALL COURTS,B,Semper Fit Programs,2160R1,Outdoor Playing Court,HAND/RACQUETBALL @BEQ 2160,95,2015-08-20,2011-08-19,Q1,0,0,5,EA,4295,1035724,16190.78,27477.96486,1,27477.96486,6
MCIWEST,MCB Pendleton,30399,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),,A,Semper Fit Programs,51920,Indoor Physical Fitness Facility,HANDBALL COURT,71,2015-11-13,1987-07-01,Q3,968,0,0,,968,322564,5126.24,8557.687433,1,8557.687433,11
MCIWEST,MCB Pendleton,25338,74079,RIDING STABLES,"HAY STORAGE, GOVT HORSES ($MB)",C,Commercial Recreation,1507,Stable,HAY STORAGE SHED ($MB) (TBD 2019),79,2015-12-10,1972-07-01,Q3,1887,0,0,,1887,95830,1421.22,2542.389066,1,2542.389066,9
MCIWEST,MCB Pendleton,1176117,75010,OUTDOOR PLAYING COURTS,HITT CENTER ($MA),B,Semper Fit Programs,22160S1,Outdoor Playing Court,HIGH IMPACT TACT TNG (HITT) @22160 ($MA),96,2015-08-20,2012-03-24,Q1,0,0,1,EA,2400,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1176126,75010,OUTDOOR PLAYING COURTS,COVERED HITT,B,Semper Fit Programs,24079S1,Outdoor Playing Court,HIGH IMPACT TACT TNG (HITT) @24079 ($MA),96,2015-08-20,2012-05-02,Q1,0,0,1,EA,596,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1176133,75010,OUTDOOR PLAYING COURTS,COVERED OUTDR FITNESS ($MA),B,Semper Fit Programs,330362S1,Outdoor Playing Court,HIGH IMPACT TACT TNG (HITT) @330362 ($MA),96,2015-08-20,2012-03-24,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,23140,75010,OUTDOOR PLAYING COURTS,HITT FACILITY ($MA),B,Semper Fit Programs,43318,Outdoor Playing Court,HIGH IMPACT TACT TNG (HITT) @430320 ($MA),65,2015-08-20,1954-07-01,Q3,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1319854,75010,OUTDOOR PLAYING COURTS,HITT EXERCISE AREA ($MA),B,Semper Fit Programs,1110R1,Outdoor Playing Court,HIGH IMPACT TACT TNG (HITT) @GYM 1110 ($MA),100,2017-03-07,2017-03-07,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,1204433,75010,OUTDOOR PLAYING COURTS,HIGH IMPACT TACTICAL TNG ($MA),B,Semper Fit Programs,62411,Outdoor Playing Court,HIGH-IMPACT TACT TNG AREA @GYM 620411 ($MA),97,2015-08-20,2012-12-03,Q1,0,0,1,EA,1,207145,3238.16,5495.598279,1,5495.598279,6
MCIWEST,MCB Pendleton,35005,74004,EXCHANGE / MWR FOOD SERVICE,SUBWAY SUB-CONTRACTOR ($MC),C,Food & Beverage (Direct),53341,Exchange Eating Facility,"HORNO SMP REC CENTER ($MA), FOOD ($MC)",88,2019-07-30,1981-05-19,Q2,3573,0,0,,9297,2353161,28298.2,62429.83196,0.384317522,23992.8783,7
MCIWEST,MCB Pendleton,35005,74042,COMMUNITY RECREATION CENTER,SMP REC CENTER ($MA),A,Semper Fit Programs,53341,Recreation Center,"HORNO SMP REC CENTER ($MA), FOOD ($MC)",88,2019-07-30,1981-05-19,Q2,5724,0,0,,9297,2353161,42909.14,62429.83196,0.615682478,38436.95366,13
MCIWEST,MCB Pendleton,1200448,74004,EXCHANGE / MWR FOOD SERVICE,EXCHANGE / MWR FOOD SVC,C,Food & Beverage (Direct),H200,Exchange Eating Facility,HOSPITAL-CAMP PENDLETON,99,2020-07-30,2013-10-17,Q1,1020,0,0,,516052,418698125,11697.86,11108145,0.001976545,21955.74844,7
MCIWEST,MCB Pendleton,25346,74078,RECREATION PAVILION,HOT WALKER/HORSE SHELTER,A,Marine & Family Programs,1512,Pavilion,HOT WALKER ($MA),45,2015-08-20,1973-07-01,Q4,814,0,0,,814,106616,550.75,2828.543803,1,2828.543803,9
MCIWEST,MCB Pendleton,29410,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",EXCH SVC OUTLETS ($MC),C,Exchange Operations,520511,Exchange Sales Facility,IDEVICE PROS ELECTRONIC REPAIRS ($MC),90,2019-07-15,2006-07-01,Q1,288,0,0,,288,44156,1111.67,1171.467511,1,1171.467511,13
MCIWEST,MCB Pendleton,29542,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),22 AREA GYM ($MA),A,Semper Fit Programs,22160,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA),84,2019-05-07,1952-07-01,Q2,11680,0,0,,11680,3892089,61853.76,103257.8996,1,103257.8996,11
MCIWEST,MCB Pendleton,31364,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),INDOOR FITNESS CENTER ($MA),A,Semper Fit Programs,430320,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA),89,2019-07-19,1988-05-03,Q2,22193.5,0,0,,22193.5,7395468,117530.1,196203.2451,1,196203.2451,11
MCIWEST,MCB Pendleton,26675,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),FITNESS CENTER ($MA),A,Semper Fit Programs,620411,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA),84,2015-11-12,1989-02-09,Q2,23996.41,0,0,,23996.41,7996246,127077.76,212142.0056,1,212142.0056,11
MCIWEST,MCB Pendleton,28982,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),FITNESS CENTER ($MA),A,Semper Fit Programs,31601,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA),82,2019-06-19,1963-07-01,Q2,4551,0,0,,4551,1516515,22146.61,40233.44625,1,40233.44625,11
MCIWEST,MCB Pendleton,28213,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),FITNESS CENTER ($MA),A,Semper Fit Programs,210750,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA),84,2019-06-11,1997-06-18,Q2,25481,0,0,,25481,8490951,134939.71,225266.6282,1,225266.6282,11
MCIWEST,MCB Pendleton,24150,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),FITNESS CENTER ($MA),A,Semper Fit Programs,14013,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA),82,2019-05-23,1975-08-12,Q2,13266,0,0,,13266,4420586,70252.74,117279.0307,1,117279.0307,11
MCIWEST,MCB Pendleton,23509,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),GYM,A,Semper Fit Programs,24079,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA),91,2019-08-21,1997-12-11,Q1,5775,0,0,,5775,1924385,30582.66,51054.31893,1,51054.31893,11
MCIWEST,MCB Pendleton,34488,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),,A,Semper Fit Programs,41315,Indoor Physical Fitness Facility,INDOOR FITNESS CENTER ($MA) (TBD 2028),77,2016-01-07,1960-07-01,Q3,7352,0,0,,7352,2449883,39235.83,64995.88597,1,64995.88597,11
MCIWEST,MCB Pendleton,29122,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),INDOOR PHYSICAL FIT FAC,A,Semper Fit Programs,313041,Indoor Physical Fitness Facility,INDOOR FITNESS FAC (CR-$MC),90,2019-06-17,2005-07-01,Q1,4080,0,0,,4080,1359565,21606.45,36069.53136,1,36069.53136,11
MCIWEST,MCB Pendleton,31026,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),FITNESS CENTER ($MA),A,Semper Fit Programs,520415,Indoor Physical Fitness Facility,INDOOR GYMNASIUM ($MA),89,2019-08-05,1999-12-14,Q2,23765,0,0,,23765,7919134,125852.29,210096.2088,1,210096.2088,11
MCIWEST,MCB Pendleton,1033799,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),VACANT (ABANDONED),A,Semper Fit Programs,130140,Indoor Physical Fitness Facility,INDOOR HANDBALL CRT (VACANT) (TBD  2019),51,2015-08-20,1988-04-30,Q4,2304,0,0,,2304,767754,1830.19,20368.66717,1,20368.66717,11
MCIWEST,MCB Pendleton,29453,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),INDOOR PHYSICAL FIT CTR,A,Semper Fit Programs,220168,Indoor Physical Fitness Facility,INDOOR RACQUETBALL COURT,87,2019-05-07,1988-07-01,Q2,1939,0,0,,1939,646127,10268.36,17141.87854,1,17141.87854,11
MCIWEST,MCB Pendleton,1246163,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,CDC STORAGE SHED ($MB),B,Other Business Operations,2052S06,"Covered Storage Building, Installation",INFANT STORAGE SHED @CDC 2052 ($MB),91,2019-06-18,2013-07-17,Q1,130,0,0,,130,55200,446.87,1464.46704,1,1464.46704,11
MCIWEST,MCB Pendleton,29372,74074,CHILD DEVELOPMENT CENTER,INFANT & TODDLER CDC ($MB),B,Children & Youth Programs,51081,Nursery and Child Care Facility,INFANT TODDLER CDC ($MB),90,2019-08-12,2000-01-19,Q1,4559,0,0,,4559,1464441,17383.03,38851.91262,1,38851.91262,11
MCIWEST,MCB Pendleton,29626,73013,ISSUE / RETAIL CLOTHING AND UNIFORM CENTER,MCCS CLOTHING ISSUE,C,Exchange Operations,2261,Clothing Sales Store,ISSUE/RETAIL CLOTHING UNIFM,68,2019-05-02,1947-07-01,Q3,27296,0,0,,49748,13718524,127526.46,363955.1854,0.548685374,199696.8871,13
MCIWEST,MCB Pendleton,29706,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",RETAIL VET CLINIC ($MC),C,Exchange Operations,20846,Exchange Sales Facility,"ITT TICKET ($MB), VET & FOOD-SERVICE ($MC)",92,2019-05-24,2002-11-13,Q1,1965,0,0,,6257,1280936,9881.54,33983.48827,0.314048266,10672.45556,13
MCIWEST,MCB Pendleton,29706,74004,EXCHANGE / MWR FOOD SERVICE,RETAIL FOOD SVC ($MC),C,Food & Beverage (Direct),20846,Exchange Eating Facility,"ITT TICKET ($MB), VET & FOOD-SERVICE ($MC)",92,2019-05-24,2002-11-13,Q1,2179,0,0,,6257,1280936,16441.95,33983.48827,0.34824996,11834.74843,7
MCIWEST,MCB Pendleton,29706,74047,"INFORMATION, TICKETS AND TRAVEL OFFICE","INFO, TKT TRAVEL OFFICE ($MB)",B,Commercial Recreation,20846,MWR Sales and Rental Building,"ITT TICKET ($MB), VET & FOOD-SERVICE ($MC)",92,2019-05-24,2002-11-13,Q1,2113,0,0,,6257,1280936,13331.79,33983.48827,0.337701774,11476.28427,11
MCIWEST,MCB Pendleton,29473,74089,BATHHOUSE,BATH HOUSE ($MA),C,Marine & Family Programs,26116,Public Restroom/Shower,LAKE O'NEILL BATH HOUSE ($MA),86,2019-07-18,1984-07-01,Q2,575,0,0,,575,139574,4540.47,3702.926135,1,3702.926135,9
MCIWEST,MCB Pendleton,29480,75057,MWR OPERATED RECREATION GROUNDS,MINI GOLF COURSE ($MB),A,Marine & Family Programs,26122,Outdoor Recreation Area,LAKE O'NEILL MINI GOLF COURSE ($MB),91,2015-08-20,1988-07-01,Q1,0,0,1,EA,19597,27911,1321.21,740.4844122,1,740.4844122,10
MCIWEST,MCB Pendleton,31088,74087,MARINA SUPPORT BUILDING,MARINA SUPP BLDG ($MB),B,Commercial Recreation,26080,Boathouse,LAKE O'NEILL OFFICE ($MB),95,2019-07-31,2005-07-01,Q1,1444,0,0,,1444,65239,2141.16,1730.803718,1,1730.803718,8
MCIWEST,MCB Pendleton,1188437,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),INDOOR PHYSICAL FIT CTR ($MA),A,Semper Fit Programs,4159,Indoor Physical Fitness Facility,LAS FLORES SMP/FITNESS CENTER ($MA),92,2019-07-11,2013-07-31,Q1,22645,0,0,,29345,9167709,119921.1,243221.1533,0.771681717,187689.3173,11
MCIWEST,MCB Pendleton,1188437,74042,COMMUNITY RECREATION CENTER,MWR MIL REC CENTER ($MA),A,Semper Fit Programs,4159,Recreation Center,LAS FLORES SMP/FITNESS CENTER ($MA),92,2019-07-11,2013-07-31,Q1,6700,0,0,,29345,9167709,50225.59,243221.1533,0.228318283,55531.83599,13
MCIWEST,MCB Pendleton,31362,74042,COMMUNITY RECREATION CENTER,RECREATION CENTER  ($MA),A,Semper Fit Programs,430314,Recreation Center,"LAS PULGAS SMP ($MA), RETAIL FOOD ($MC)",86,2019-08-22,1985-04-01,Q2,7009,0,0,,9471,2363331,52541.96,62699.6441,0.740048569,46400.78191,13
MCIWEST,MCB Pendleton,31362,74004,EXCHANGE / MWR FOOD SERVICE,MC DONALDS  ($MC),C,Food & Beverage (Direct),430314,Exchange Eating Facility,"LAS PULGAS SMP ($MA), RETAIL FOOD ($MC)",86,2019-08-22,1985-04-01,Q2,2462,0,0,,9471,2363331,19499.07,62699.6441,0.259951431,16298.86219,7
MCIWEST,MCB Pendleton,29376,74089,BATHHOUSE,BATH HOUSE & STORAGE ($MA),C,Marine & Family Programs,510818,Public Restroom/Shower,"LAUNDRY ($MC), BATH HOUSE & STORAGE ($MA)",87,2019-08-26,2000-03-13,Q2,3153,0,0,,3321,791109,24897.59,20988.27999,0.949412827,19926.54225,9
MCIWEST,MCB Pendleton,29376,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",COIN-OP LAUNDRY ($MC),C,Exchange Operations,510818,Exchange Sales Facility,"LAUNDRY ($MC), BATH HOUSE & STORAGE ($MA)",87,2019-08-26,2000-03-13,Q2,168,0,0,,3321,791109,648.48,20988.27999,0.050587173,1061.737741,13
MCIWEST,MCB Pendleton,28900,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",COIN VEND LAUNDRY ($MC),C,Exchange Operations,200090T1,Exchange Sales Facility,LAUNDRY TRAILER @LIBRARY 200090 ($MC),95,2010-08-13,1998-01-01,Q1,594,0,0,,594,91072,2250.37,2416.158374,1,2416.158374,13
MCIWEST,MCB Pendleton,1246147,75022,JOGGING TRACK,EDUC PATH / TRAIL ($MB),B,Semper Fit Programs,2052R2,Outdoor Running Track,LEARNING PATHWAYS @CDC 2052 ($MB),97,2015-08-20,2013-07-17,Q1,0,1,0.33,MI,1,257900,3238.16,6842.13858,1,6842.13858,6
MCIWEST,MCB Pendleton,27679,74076,LIBRARY,PATRICK J CARNEY LIBRARY ($MA),A,Marine & Family Programs,1146,"Library, General Use",LIBRARY ($MA),78,2019-05-24,1962-12-01,Q3,11563,0,0,,11563,3161190,65929.8,83867.00294,1,83867.00294,14
MCIWEST,MCB Pendleton,28379,74025,FAMILY SERVICES CENTER,CAT-A WFS,A,Marine & Family Programs,202860,Family Service Center,"LIBRARY, BHC, FOCUS, LINKS, MAKERS ($MA)",82,2019-06-20,1987-02-14,Q2,9680,0,0,,17711,4509110,76422.87,119627.5901,0.54655299,65382.81703,13
MCIWEST,MCB Pendleton,28379,74076,LIBRARY,LIBRARY ($MA),A,Marine & Family Programs,202860,"Library, General Use","LIBRARY, BHC, FOCUS, LINKS, MAKERS ($MA)",82,2019-06-20,1987-02-14,Q2,8031,0,0,,17711,4509110,47871.24,119627.5901,0.45344701,54244.77309,14
MCIWEST,MCB Pendleton,29373,74037,MWR OUTDOOR RECREATION CENTER,"LIFE GUARD, 1ST AID ($MA)",B,Commercial Recreation,510813,MWR Sales and Rental Building,LIFE GUARD STATION ($MA) (TBD 2020),82,2015-12-14,2000-03-13,Q2,1452.05,0,0,,1452.05,267703,8475.67,7102.214131,1,7102.214131,11
MCIWEST,MCB Pendleton,28831,74037,MWR OUTDOOR RECREATION CENTER,LIFEGUARD STATION ($MA),B,Commercial Recreation,21591,MWR Sales and Rental Building,"LIFEGUARD TOWER, OFFICE ($MA)",87,2019-06-12,2001-06-21,Q2,1534,0,0,,1534,282812,8954.01,7503.058922,1,7503.058922,11
MCIWEST,MCB Pendleton,1204434,12317,"OVERHEAD COVER, MISCELLANEOUS",OH COVER FOR HITT ($MA),C,Exchange Operations,62411S1,Overhead Cover,LIGHTED CANOPY @HITT 62411 ($MA),97,2015-08-20,2012-12-03,Q1,2460,1,0,,2460,429523,1765.94,11395.33109,1,11395.33109,7
MCIWEST,MCB Pendleton,31024,74001,EXCHANGE RETAIL STORE,EXCH RETAIL ($MC),C,Exchange Operations,520410,Exchange Sales Facility,"LOC EXCH ($MC), ITT TRAVEL ($MB) (TBD 2020)",85,2015-10-25,1974-07-01,Q2,5481,0,0,,5933,923676,21156.53,24505.30902,0.923815945,22638.3952,7
MCIWEST,MCB Pendleton,31024,74047,"INFORMATION, TICKETS AND TRAVEL OFFICE",ITT OFFICE ($MB),B,Commercial Recreation,520410,MWR Sales and Rental Building,"LOC EXCH ($MC), ITT TRAVEL ($MB) (TBD 2020)",85,2015-10-25,1974-07-01,Q2,452,0,0,,5933,923676,2638.34,24505.30902,0.076184055,1866.913817,11
MCIWEST,MCB Pendleton,23501,74001,EXCHANGE RETAIL STORE,LOCATION EXCHANGE ($MC),C,Exchange Operations,24026,Exchange Sales Facility,LOCATION EXCHANGE ($MC),84,2019-08-22,1984-04-30,Q2,4038,0,0,,4518,692698,15586.58,18377.41648,0.8937583,16424.96851,7
MCIWEST,MCB Pendleton,34994,74001,EXCHANGE RETAIL STORE,EXCH RETAIL STORE ($MC),C,Exchange Operations,53319,Exchange Sales Facility,LOCATION EXCHANGE ($MC),86,2019-07-31,1981-03-20,Q2,6006,0,0,,6006,920837,23183.02,24429.98978,1,24429.98978,7
MCIWEST,MCB Pendleton,30529,74001,EXCHANGE RETAIL STORE,LOCATION EXCHANGE ($MC),C,Exchange Operations,330360,Exchange Sales Facility,LOCATION EXCHANGE ($MC),81,2019-08-08,1987-06-03,Q2,11458,0,0,,11458,1756736,44227.61,46606.55743,1,46606.55743,7
MCIWEST,MCB Pendleton,29073,74001,EXCHANGE RETAIL STORE,LOCATION EXCHANGE ($MC),C,Exchange Operations,201015,Exchange Sales Facility,LOCATION EXCHANGE ($MC),85,2019-06-17,1982-05-25,Q2,7274,0,0,,7274,1115247,25641.82,29587.72596,1,29587.72596,7
MCIWEST,MCB Pendleton,23501,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",EXCHANGE SVC OUTLETS ($MC),C,Exchange Operations,24026,Exchange Sales Facility,LOCATION EXCHANGE ($MC),84,2019-08-22,1984-04-30,Q2,480,0,0,,4518,692698,1852.79,18377.41648,0.1062417,1952.447966,13
MCIWEST,MCB Pendleton,28322,74004,EXCHANGE / MWR FOOD SERVICE,EXCHANGE / MWR FOOD SVC,C,Food & Beverage (Direct),32877,Exchange Eating Facility,"MACS1,MASS3,LAADBN CLASSRM",83,2019-08-23,1990-07-01,Q2,1126,0,0,,3793,1806747,1544.4,47933.35926,0.296862642,14229.62366,7
MCIWEST,MCB Pendleton,23089,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,REC AREA MAINT SHED ($MB),B,Other Business Operations,2686,"Covered Storage Building, Installation",MAINT SHED / BOAT MAINT ($MB) (TBD 2019),57,2015-12-10,1960-07-01,Q4,1968,0,0,,1968,835647,6924.8,22169.88204,1,22169.88204,11
MCIWEST,MCB Pendleton,1013296,74044,INDOOR PHYSICAL FITNESS CENTER (GYM),INDOOR PHYSICAL FIT CTR ($MA),A,Semper Fit Programs,330362,Indoor Physical Fitness Facility,MARGARITA FITNESS CENTER ($MA),93,2019-08-09,2009-07-14,Q1,25284,0,0,,25284,8425305,133896.45,223525.0267,1,223525.0267,11
MCIWEST,MCB Pendleton,23406,74042,COMMUNITY RECREATION CENTER,SMP REC CENTER,A,Semper Fit Programs,33607,Recreation Center,MARGARITA SMP REC CENTER ($MA),86,2015-10-26,1983-11-15,Q2,8781,0,0,,8781,2125512,65825.5,56390.25846,1,56390.25846,13
MCIWEST,MCB Pendleton,28574,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,MWR CONSTRUCTION STG ($MA),B,Other Business Operations,1287,"Covered Storage Building, Installation",MCCS  CONSTRUCTION STORAGE ($MA),69,2015-12-14,1959-07-01,Q3,2376,0,0,,2376,1008891,8360.43,26766.08001,1,26766.08001,11
MCIWEST,MCB Pendleton,21599,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",FAMILY DENTAL ($MC),C,Exchange Operations,1377,Exchange Sales Facility,MCCS ADMIN ($MA) / FAMILY DENTAL ($MC),88,2019-05-09,1981-07-01,Q2,7776,0,0,,14796,1998501,41691.6,53020.63123,0.525547445,27864.85729,13
MCIWEST,MCB Pendleton,21599,74003,EXCHANGE CENTRAL ADMINISTRATION,MCCS ADMIN OFFICES ($MA),C,Exchange Operations,1377,Exchange Support Facility,MCCS ADMIN ($MA) / FAMILY DENTAL ($MC),88,2019-05-09,1981-07-01,Q2,7020,0,0,,14796,1998501,46521.4,53020.63123,0.474452555,25155.77394,13
MCIWEST,MCB Pendleton,28580,74003,EXCHANGE CENTRAL ADMINISTRATION,MCCS ADMIN OFFICE ($MA),C,Exchange Operations,1293,Exchange Support Facility,MCCS ADMIN OFFICE ($MA) (TBD 2021),87,2015-12-10,1943-07-01,Q2,1496,0,0,,1496,171824,8510.01,4558.525085,1,4558.525085,13
MCIWEST,MCB Pendleton,26420,74038,MWR AUTO SKILLS CENTER,MWR AUTO SKILLS CENTER ($MB),B,Marine & Family Programs,13191,Automobile Craft Center,"MCCS AUTO HOBBY SHOP ($MB), TOOL RENTAL ($MC)",80,2019-05-08,1988-04-17,Q2,6341,0,0,,7181,680378,21891.24,18050.56442,0.883024648,15939.0933,10
MCIWEST,MCB Pendleton,26420,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",TOOL RENTALS ($MC),C,Exchange Operations,13191,Exchange Sales Facility,"MCCS AUTO HOBBY SHOP ($MB), TOOL RENTAL ($MC)",80,2019-05-08,1988-04-17,Q2,840,0,0,,7181,680378,1736.99,18050.56442,0.116975352,2111.471119,13
MCIWEST,MCB Pendleton,1204381,74090,MWR EQUIPMENT MAINTENANCE SHOP,MWR MAINT SHOP ($MA),B,Semper Fit Programs,210590,Recreational Support Building,MCCS BEACH MAINT BLDG ($MA),89,2019-06-14,2013-11-01,Q2,2440,0,0,,2440,285508,5484.46,7574.584342,1,7574.584342,10
MCIWEST,MCB Pendleton,29367,74003,EXCHANGE CENTRAL ADMINISTRATION,BEACH ADMIN BLDG ($MA),C,Exchange Operations,210841,Exchange Support Facility,MCCS BEACH OFFICE ($MA),91,2019-06-12,2003-01-27,Q1,2110,0,0,,2110,242346,12340.98,6429.487849,1,6429.487849,13
MCIWEST,MCB Pendleton,1208754,74067,ALL HANDS CLUB,ALL HANDS CLUB,C,Clubs,2100,Open Mess and Club Facility,MCCS ENTMT VENUE / EXCH / FAST FOOD ($MC),93,2015-09-29,2014-08-29,Q1,10207.25,0,0,,11858.25,3024086,81922.63,80229.6064,0.860772036,69059.40167,11
MCIWEST,MCB Pendleton,1208754,74001,EXCHANGE RETAIL STORE,EXCH RETAIL STORE ($MC),C,Exchange Operations,2100,Exchange Sales Facility,MCCS ENTMT VENUE / EXCH / FAST FOOD ($MC),93,2015-09-29,2014-08-29,Q1,845,0,0,,11858.25,3024086,3261.68,80229.6064,0.071258407,5717.033914,7
MCIWEST,MCB Pendleton,1208754,74004,EXCHANGE / MWR FOOD SERVICE,RAMONES ($MC),C,Food & Beverage (Direct),2100,Exchange Eating Facility,MCCS ENTMT VENUE / EXCH / FAST FOOD ($MC),93,2015-09-29,2014-08-29,Q1,806,0,0,,11858.25,3024086,6383.53,80229.6064,0.067969557,5453.17081,7
MCIWEST,MCB Pendleton,22661,74037,MWR OUTDOOR RECREATION CENTER,REC EQUIPMENT RENTALS ($MB),B,Commercial Recreation,17013,MWR Sales and Rental Building,MCCS EQUIP RENTAL CNTR ($MB),85,2019-05-24,2005-07-01,Q2,7200,0,0,,7200,1327409,42260.15,35216.42625,1,35216.42625,11
MCIWEST,MCB Pendleton,,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)","TAX SVC (SEASONAL), PMCU ($MC)",C,Exchange Operations,525111T,Exchange Sales Facility,"MCCS EXCH SVCS ($MC) (110X28X10, 3080SF)",90,2016-07-01,,Q1,3080,0,0,,3080,,0,,1,0,13
MCIWEST,MCB Pendleton,,74009,"EXCHANGE SERVICE OUTLETS (BARBER, UNIFORM, ETC)",MCX LAUNDRY SERVICES ($MC),C,Exchange Operations,14021T,Exchange Sales Facility,"MCCS EXCH SVCS ($MC) (50X12X12, 600 SF)",80,2016-07-01,,Q2,600,0,0,,600,,0,,1,0,13
MCIWEST,MCB Pendleton,25020,74003,EXCHANGE CENTRAL ADMINISTRATION,MCCS ADMIN OFFICE ($MA),C,Exchange Operations,1100,Exchange Support Facility,MCCS HQ ($MA),78,2019-05-22,1966-07-01,Q3,7332,0,0,,7332,842123,41216.53,22341.69161,1,22341.69161,13
MCIWEST,MCB Pendleton,28579,74090,MWR EQUIPMENT MAINTENANCE SHOP,MWR EQUIP MAINT SHOP ($MA),B,Semper Fit Programs,1292,Recreational Support Building,MCCS LANDSCAPE MAINT ($MA) (TBD 2020),80,2015-12-10,1942-07-01,Q2,4800,0,0,,4800,561655,10789.1,14900.81948,1,14900.81948,10
MCIWEST,MCB Pendleton,1194004,74013,EXCHANGE LAUNDRY AND DRY CLEANING FACILITY,COIN-OP LAUNDRY ($MC),C,Exchange Operations,2100B1,Laundry/Dry Cleaning Facility,MCCS LAUNDRY BUILDING @COTTAGES ($MC),94,2019-06-12,2014-02-27,Q1,937,0,0,,937,174706,4190.19,4634.985121,1,4634.985121,11
MCIWEST,MCB Pendleton,1205387,74016,EXCHANGE MAINTENANCE SHOP,EXCH MAINT SHOP ($MB),C,Exchange Operations,1240,Exchange Support Facility,MCCS LOGISTICS CABINET SHOP ($MB),93,2015-12-11,2012-04-03,Q1,5635,0,0,,5635,647212,34227.21,17170.6638,1,17170.6638,13
MCIWEST,MCB Pendleton,30382,74090,MWR EQUIPMENT MAINTENANCE SHOP,MWR EQUIP MAINT SHOP ($MA),B,Semper Fit Programs,51816,Recreational Support Building,MCCS MAINTENANCE SHED ($MA),68,2019-07-12,1984-07-01,Q3,891,0,0,,891,104257,2002.73,2765.959061,1,2765.959061,10
MCIWEST,MCB Pendleton,29504,74090,MWR EQUIPMENT MAINTENANCE SHOP,PIPEFITTING SHOP ($MA),B,Semper Fit Programs,2663,Recreational Support Building,MCCS PLUMBING SHOP ($MA),89,2019-08-21,2004-07-01,Q2,1211,0,0,,1211,141701,2722,3759.35587,1,3759.35587,10
MCIWEST,MCB Pendleton,24890,74077,MWR READY ISSUE / SHOP STORES / MISC STORAGE,MWR READY STOR ($MA),B,Other Business Operations,16144,"Covered Storage Building, Installation",MCCS STG AND ADMIN ($MA) (TBD 2020),81,2016-01-10,1943-07-01,Q2,3196,0,0,,25231,3887924,8180.97,103147.4013,0.126669573,13065.63729,11
